,title,link,author,author_link,date
100,A Comparison of a Smartphone App with Other GPS Tracking Type Devices Employed in Football,https://pureportal.coventry.ac.uk/en/publications/a-comparison-of-a-smartphone-app-with-other-gps-tracking-type-dev,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,24 Apr 2019
101,Active site isolation in bismuth-poisoned Pd/SiO2 catalysts for selective hydrogenation of furfural,https://pureportal.coventry.ac.uk/en/publications/active-site-isolation-in-bismuth-poisoned-pdsio2-catalysts-for-se,,,25 Jan 2019
102,A Flying Start for all undergraduate students,https://pureportal.coventry.ac.uk/en/publications/a-flying-start-for-all-undergraduate-students,,,25 Jun 2019
103,Ageing alters the severity of Sunitinib-induced cardiotoxicity: Investigating the mitogen activated kinase kinase 7 pathway association,https://pureportal.coventry.ac.uk/en/publications/ageing-alters-the-severity-of-sunitinib-induced-cardiotoxicity-in,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu,1 Jan 2019
104,Altering the wetting properties of orthopaedic titanium alloy (Ti–6Al–7Nb) using laser shock peening,https://pureportal.coventry.ac.uk/en/publications/altering-the-wetting-properties-of-orthopaedic-titanium-alloy-ti6,"Waugh, D.",https://pureportal.coventry.ac.uk/en/persons/david-waugh,15 Sep 2019
105,Application of levitation-jet synthesized nickel-based nanoparticles for gas sensing,https://pureportal.coventry.ac.uk/en/publications/application-of-levitation-jet-synthesized-nickel-based-nanopartic,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez,May 2019
106,Applying a strengths-based psychoeducational model of rehabilitation to the treatment of intimate partner violence: Program theory and logic model,https://pureportal.coventry.ac.uk/en/publications/applying-a-strengths-based-psychoeducational-model-of-rehabilitat,"Holdsworth, E.",https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth,Feb 2019
107,"A route to a more sustainable nickel composite electrodeposit, using turmeric and a new low nickel ion concentration electrolyte",https://pureportal.coventry.ac.uk/en/publications/a-route-to-a-more-sustainable-nickel-composite-electrodeposit-usi,"Wu, L.",https://pureportal.coventry.ac.uk/en/persons/liang-wu,25 Dec 2019
108,Asymmetry of dominant and non-dominant shoulders in university level men and women volleyball players,https://pureportal.coventry.ac.uk/en/publications/asymmetry-of-dominant-and-non-dominant-shoulders-in-university-le,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski,11 Jul 2019
109,Augmented reality: virtual patients for clinical exercise prescription,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-virtual-patients-for-clinical-exercise-prescrip,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,25 Jun 2019
110,Caffeine Supplementation for Powerlifting Competitions: an Evidence-Based Approach,https://pureportal.coventry.ac.uk/en/publications/caffeine-supplementation-for-powerlifting-competitions-an-evidenc,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,21 Aug 2019
111,Can arm movements improve postural stability during challenging standing balance tasks?,https://pureportal.coventry.ac.uk/en/publications/can-arm-movements-improve-postural-stability-during-challenging-s,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski,1 Oct 2019
112,Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"McGuire, S.",https://pureportal.coventry.ac.uk/en/persons/scott-mcguire-2,17 Dec 2019
113,Cardiorespiratory coordination reveals training-specific physiological adaptations,https://pureportal.coventry.ac.uk/en/publications/cardiorespiratory-coordination-reveals-training-specific-physiolo,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,1 Aug 2019
114,Cervical range of motion in school age rugby union players:  A cross sectional study,https://pureportal.coventry.ac.uk/en/publications/cervical-range-of-motion-in-school-age-rugby-union-players-a-cros,"Morgan, R.",https://pureportal.coventry.ac.uk/en/persons/richard-morgan-2,Jul 2019
115,Coffee Ingestion Improves 5 km Cycling Performance in Men and Women by a Similar Magnitude,https://pureportal.coventry.ac.uk/en/publications/coffee-ingestion-improves-5-km-cycling-performance-in-men-and-wom,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,25 Oct 2019
116,Critical evaluation of the extrapolation of data relative to antioxidant function from the laboratory and their implications on food production and human health: a review,https://pureportal.coventry.ac.uk/en/publications/critical-evaluation-of-the-extrapolation-of-data-relative-to-anti,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo,May 2019
117,"Curcumin for cognition: is it just hype, based on current data?",https://pureportal.coventry.ac.uk/en/publications/curcumin-for-cognition-is-it-just-hype-based-on-current-data,,,8 Jan 2019
118,Detection of Heterogeneous Protein S-Acylation in Cells,https://pureportal.coventry.ac.uk/en/publications/detection-of-heterogeneous-protein-s-acylation-in-cells,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,1 Jun 2019
119,"Dietary Fat, Fibre, Satiation and Satiety – A Systematic Review of Acute Studies",https://pureportal.coventry.ac.uk/en/publications/dietary-fat-fibre-satiation-and-satiety-a-systematic-review-of-ac,,,Mar 2019
120,"Do changes in cardiorespiratory fitness resulting from physical activity interventions impact academic performance and executive function in children and adolescents? A systematic review, meta-analysis, and meta-regression",https://pureportal.coventry.ac.uk/en/publications/do-changes-in-cardiorespiratory-fitness-resulting-from-physical-a,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,2019
121,"Does Dietary-Induced Obesity in Old Age Impair the Contractile Performance of Isolated Mouse Soleus, Extensor Digitorum Longus and Diaphragm Skeletal Muscles?",https://pureportal.coventry.ac.uk/en/publications/does-dietary-induced-obesity-in-old-age-impair-the-contractile-pe,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james,27 Feb 2019
122,Does Perception of Motor Competence Mediate Associations between Motor Competence and Physical Activity in Early Years Children?,https://pureportal.coventry.ac.uk/en/publications/does-perception-of-motor-competence-mediate-associations-between-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,1 Apr 2019
123,Dynamic Postural Control in Children: Do the Arms Lend the Legs a Helping Hand?,https://pureportal.coventry.ac.uk/en/publications/dynamic-postural-control-in-children-do-the-arms-lend-the-legs-a-,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,17 Jan 2019
124,Editorial: Cross adaptation and cross tolerance in human health and disease,https://pureportal.coventry.ac.uk/en/publications/editorial-cross-adaptation-and-cross-tolerance-in-human-health-an,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,8 Jan 2019
125,Editorial: Fatigue and Recovery in Football,https://pureportal.coventry.ac.uk/en/publications/editorial-fatigue-and-recovery-in-football,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,13 Aug 2019
126,Effects of Movement Velocity and Training Frequency of Resistance Exercise on Functional Performance in Older Adults: A Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/effects-of-movement-velocity-and-training-frequency-of-resistance,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,7 Feb 2019
127,Estimating physical activity in children aged 8-11 years using accelerometry: contributions from fundamental movement skills and different accelerometer placements.,https://pureportal.coventry.ac.uk/en/publications/estimating-physical-activity-in-children-aged-8-11-years-using-ac,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,18 Mar 2019
128,Evaluation of dietary and lifestyle changes as modifiers of S100β levels in Alzheimer's disease,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-dietary-and-lifestyle-changes-as-modifiers-of-s100%CE%B2,,,2019
129,Evaporative heat loss insufficient to attain heat balance at rest in individuals with a spinal cord injury at high ambient temperature,https://pureportal.coventry.ac.uk/en/publications/evaporative-heat-loss-insufficient-to-attain-heat-balance-at-rest,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,1 Oct 2019
130,Examining accelerometer validity for estimating physical activity in pre-schoolers during free living activity,https://pureportal.coventry.ac.uk/en/publications/examining-accelerometer-validity-for-estimating-physical-activity,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,1 Oct 2019
131,Examining the Effects of Exercise Referral Schemes on Changes in Physical Activity Levels,https://pureportal.coventry.ac.uk/en/publications/examining-the-effects-of-exercise-referral-schemes-on-changes-in-,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley,Jun 2019
132,Examining the Presence of Cronobacter spp. in Ready-to-eat Edible Insects,https://pureportal.coventry.ac.uk/en/publications/examining-the-presence-of-cronobacter-spp-in-ready-to-eat-edible-,"Amund, D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund,27 Sep 2019
133,Exercise intensity-dependent effects of arm and leg-cycling on cognitive performance,https://pureportal.coventry.ac.uk/en/publications/exercise-intensity-dependent-effects-of-arm-and-leg-cycling-on-co,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,21 Oct 2019
134,Exploring the preparation practices of teachers who organise secondary school ski trips in England and Wales,https://pureportal.coventry.ac.uk/en/publications/exploring-the-preparation-practices-of-teachers-who-organise-seco,"Stanley, M.",https://pureportal.coventry.ac.uk/en/persons/michelle-evans,1 Feb 2019
135,Facial Palsy Therapy: Can Novel ‘Smart Spectacles’ Help People Smile?,https://pureportal.coventry.ac.uk/en/publications/facial-palsy-therapy-can-novel-smart-spectacles-help-people-smile,"Szczepura, A.",https://pureportal.coventry.ac.uk/en/persons/ala-szczepura,3 Jan 2019
136,Higher Education Outreach: Examining Key Challenges For Academics,https://pureportal.coventry.ac.uk/en/publications/higher-education-outreach-examining-key-challenges-for-academics,"Williams, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams,2 Oct 2019
137,High-Temperature Synthesis of Nickel-Based Nanoparticles for Use as Materials in Sensors of Potentially Hazardous Gases,https://pureportal.coventry.ac.uk/en/publications/high-temperature-synthesis-of-nickel-based-nanoparticles-for-use-,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez,16 Sep 2019
138,"Impact of Novel Nonthermal Processing on Food Quality: Sustainability, Modelling, and Negative Aspects",https://pureportal.coventry.ac.uk/en/publications/impact-of-novel-nonthermal-processing-on-food-quality-sustainabil,,,20 Feb 2019
139,Implausible discussions in saturated fat “research”; Definitive solutions won’t come from another million editorials (or a million views of one),https://pureportal.coventry.ac.uk/en/publications/implausible-discussions-in-saturated-fat-research-definitive-solu,,,Dec 2019
140,"Investigating A Dose Response Relationship between High Fat Diet Consumption and the Contractile Performance of Isolated Mouse Soleus, EDL and Diaphragm Muscles",https://pureportal.coventry.ac.uk/en/publications/investigating-a-dose-response-relationship-between-high-fat-diet-,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james,Jan 2019
141,Investigation into pedestrian height and SUV front-end height effects in a crash,https://pureportal.coventry.ac.uk/en/publications/investigation-into-pedestrian-height-and-suv-front-end-height-eff,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,Feb 2019
142,Isokinetic Strength Differences Between Elite Senior and Youth Female Soccer Players Identifies Training Requirements,https://pureportal.coventry.ac.uk/en/publications/isokinetic-strength-differences-between-elite-senior-and-youth-fe,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace,1 Sep 2019
143,"James Lind Alliance research priorities: What role do carbohydrates, fats and proteins have in the management of type 2 diabetes, and are there risks and benefits associated with particular approaches?",https://pureportal.coventry.ac.uk/en/publications/james-lind-alliance-research-priorities-what-role-do-carbohydrate,,,Mar 2019
